Cluster name	Count - Sequences
23969_Tm=36.9_pH=7.0	1
23968_Tm=46.6_pH=7.0	1
23967_Tm=57.0_pH=7.0	1
23966_Tm=53.1_pH=7.0	1
23965_Tm=46.8_pH=7.0	1
23964_Tm=43.7_pH=7.0	1
23963_Tm=53.7_pH=7.0	1
23962_Tm=54.5_pH=7.0	1
23961_Tm=49.1_pH=7.0	1
23960_Tm=52.0_pH=7.0	1
2396_Tm=42.9_pH=7.0	1
23959_Tm=39.4_pH=7.0	1
23958_Tm=46.0_pH=7.0	1
23957_Tm=49.8_pH=7.0	1
23956_Tm=46.0_pH=7.0	1
23955_Tm=53.8_pH=7.0	1
23954_Tm=46.7_pH=7.0	1
23953_Tm=45.8_pH=7.0	1
23952_Tm=47.1_pH=7.0	1
23951_Tm=53.3_pH=7.0	1
23950_Tm=51.5_pH=7.0	1
2395_Tm=51.4_pH=7.0	1
23949_Tm=45.8_pH=7.0	1
23948_Tm=53.3_pH=7.0	1
23947_Tm=44.6_pH=7.0	1
23946_Tm=47.4_pH=7.0	1
23945_Tm=50.5_pH=7.0	1
23944_Tm=62.6_pH=7.0	1
23943_Tm=50.2_pH=7.0	1
23942_Tm=36.6_pH=7.0	1
23941_Tm=44.4_pH=7.0	1
23940_Tm=41.7_pH=7.0	1
2394_Tm=38.2_pH=7.0	1
23939_Tm=53.7_pH=7.0	1
23938_Tm=48.1_pH=7.0	1
23937_Tm=40.5_pH=7.0	1
23936_Tm=38.0_pH=7.0	1
23935_Tm=43.2_pH=7.0	1
23934_Tm=42.2_pH=7.0	1
23931_Tm=47.4_pH=7.0	1
23930_Tm=44.4_pH=7.0	1
2393_Tm=40.8_pH=7.0	1
23929_Tm=44.3_pH=7.0	1
23928_Tm=38.8_pH=7.0	1
23927_Tm=46.0_pH=7.0	1
23926_Tm=54.6_pH=7.0	1
23925_Tm=40.1_pH=7.0	1
23924_Tm=52.3_pH=7.0	1
23923_Tm=45.2_pH=7.0	1
23922_Tm=44.5_pH=7.0	1
23921_Tm=53.5_pH=7.0	1
23920_Tm=51.9_pH=7.0	1
2392_Tm=52.6_pH=7.0	1
23919_Tm=73.5_pH=7.0	1
23918_Tm=46.5_pH=7.0	1
23917_Tm=52.2_pH=7.0	1
23916_Tm=40.1_pH=7.0	1
23915_Tm=52.3_pH=7.0	1
23914_Tm=49.3_pH=7.0	1
23913_Tm=39.3_pH=7.0	1
23912_Tm=48.8_pH=7.0	1
23911_Tm=44.2_pH=7.0	1
23910_Tm=50.4_pH=7.0	1
2391_Tm=42.2_pH=7.0	1
23909_Tm=52.3_pH=7.0	1
23908_Tm=58.2_pH=7.0	1
23907_Tm=46.6_pH=7.0	1
23906_Tm=47.3_pH=7.0	1
23905_Tm=54.4_pH=7.0	1
23904_Tm=45.3_pH=7.0	1
23903_Tm=53.6_pH=7.0	1
23902_Tm=53.8_pH=7.0	1
23901_Tm=47.3_pH=7.0	1
23900_Tm=36.4_pH=7.0	1
2390_Tm=49.1_pH=7.0	1
239_Tm=54.6_pH=7.0	1
23899_Tm=47.2_pH=7.0	1
23898_Tm=43.1_pH=7.0	1
23896_Tm=41.9_pH=7.0	1
23895_Tm=39.4_pH=7.0	1
23894_Tm=47.7_pH=7.0	1
23893_Tm=47.7_pH=7.0	1
23891_Tm=39.3_pH=7.0	1
23890_Tm=49.8_pH=7.0	1
2389_Tm=43.5_pH=7.0	1
23889_Tm=43.1_pH=7.0	1
23885_Tm=67.0_pH=7.0	1
23883_Tm=48.4_pH=7.0	1
23882_Tm=41.0_pH=7.0	1
23881_Tm=57.5_pH=7.0	1
23880_Tm=51.9_pH=7.0	1
2388_Tm=42.0_pH=7.0	1
23879_Tm=69.9_pH=7.0	1
23878_Tm=40.1_pH=7.0	1
23877_Tm=46.4_pH=7.0	1
23876_Tm=86.1_pH=7.0	1
23875_Tm=49.7_pH=7.0	1
23874_Tm=46.8_pH=7.0	1
23873_Tm=48.8_pH=7.0	1
23872_Tm=47.3_pH=7.0	1
23871_Tm=52.0_pH=7.0	1
2387_Tm=81.7_pH=7.0	1
23869_Tm=43.5_pH=7.0	1
23868_Tm=38.8_pH=7.0	1
23867_Tm=50.4_pH=7.0	1
23866_Tm=41.8_pH=7.0	1
23865_Tm=46.5_pH=7.0	1
23864_Tm=48.2_pH=7.0	1
23863_Tm=48.6_pH=7.0	1
23861_Tm=40.5_pH=7.0	1
23860_Tm=38.3_pH=7.0	1
2386_Tm=53.0_pH=7.0	1
23859_Tm=41.1_pH=7.0	1
23858_Tm=50.5_pH=7.0	1
23857_Tm=47.0_pH=7.0	1
23856_Tm=47.5_pH=7.0	1
23855_Tm=43.7_pH=7.0	1
23854_Tm=57.0_pH=7.0	1
23853_Tm=50.9_pH=7.0	1
23852_Tm=46.3_pH=7.0	1
23851_Tm=39.2_pH=7.0	1
23850_Tm=38.9_pH=7.0	1
2385_Tm=41.0_pH=7.0	1
23849_Tm=52.1_pH=7.0	1
23846_Tm=46.3_pH=7.0	1
23845_Tm=45.8_pH=7.0	1
23844_Tm=45.8_pH=7.0	1
23843_Tm=66.7_pH=7.0	1
23842_Tm=42.3_pH=7.0	1
23841_Tm=53.7_pH=7.0	1
23840_Tm=55.9_pH=7.0	1
2384_Tm=49.3_pH=7.0	1
23839_Tm=46.9_pH=7.0	1
23838_Tm=39.5_pH=7.0	1
23837_Tm=69.3_pH=7.0	1
23836_Tm=47.7_pH=7.0	1
23835_Tm=43.1_pH=7.0	1
23834_Tm=46.9_pH=7.0	1
23833_Tm=47.7_pH=7.0	1
23832_Tm=53.7_pH=7.0	1
23831_Tm=47.5_pH=7.0	1
23830_Tm=43.5_pH=7.0	1
2383_Tm=50.3_pH=7.0	1
23829_Tm=46.7_pH=7.0	1
23828_Tm=45.8_pH=7.0	1
23825_Tm=49.7_pH=7.0	1
23824_Tm=43.0_pH=7.0	1
23823_Tm=38.1_pH=7.0	1
23821_Tm=41.0_pH=7.0	1
23820_Tm=44.1_pH=7.0	1
2382_Tm=87.0_pH=7.0	1
23819_Tm=35.7_pH=7.0	1
23818_Tm=53.4_pH=7.0	1
23817_Tm=38.0_pH=7.0	1
23816_Tm=39.2_pH=7.0	1
23815_Tm=52.4_pH=7.0	1
23814_Tm=52.6_pH=7.0	1
23812_Tm=47.3_pH=7.0	1
23811_Tm=49.3_pH=7.0	1
23810_Tm=41.0_pH=7.0	1
2381_Tm=61.2_pH=7.0	1
23809_Tm=36.7_pH=7.0	1
23808_Tm=48.6_pH=7.0	1
23807_Tm=51.5_pH=7.0	1
23806_Tm=40.5_pH=7.0	1
23805_Tm=45.9_pH=7.0	1
23803_Tm=53.8_pH=7.0	1
23802_Tm=57.7_pH=7.0	1
23801_Tm=44.0_pH=7.0	1
23800_Tm=37.2_pH=7.0	1
2380_Tm=66.8_pH=7.0	1
238_Tm=52.7_pH=7.0	1
23799_Tm=40.2_pH=7.0	1
23798_Tm=47.5_pH=7.0	1
23797_Tm=50.6_pH=7.0	1
23796_Tm=42.0_pH=7.0	1
23795_Tm=49.0_pH=7.0	1
23794_Tm=49.1_pH=7.0	1
23793_Tm=45.0_pH=7.0	1
23792_Tm=43.4_pH=7.0	1
23791_Tm=53.8_pH=7.0	1
23790_Tm=50.7_pH=7.0	1
2379_Tm=37.8_pH=7.0	1
23789_Tm=49.3_pH=7.0	1
23788_Tm=69.6_pH=7.0	1
23787_Tm=52.2_pH=7.0	1
23786_Tm=57.1_pH=7.0	1
23785_Tm=43.9_pH=7.0	1
23784_Tm=73.8_pH=7.0	1
23783_Tm=50.3_pH=7.0	1
23782_Tm=39.2_pH=7.0	1
23781_Tm=40.0_pH=7.0	1
23780_Tm=43.0_pH=7.0	1
2378_Tm=35.4_pH=7.0	1
23779_Tm=52.3_pH=7.0	1
23778_Tm=44.8_pH=7.0	1
23777_Tm=55.8_pH=7.0	1
23776_Tm=48.0_pH=7.0	1
23775_Tm=40.4_pH=7.0	1
23774_Tm=43.2_pH=7.0	1
23773_Tm=45.3_pH=7.0	1
23772_Tm=38.4_pH=7.0	1
23771_Tm=62.3_pH=7.0	1
23770_Tm=42.2_pH=7.0	1
2377_Tm=39.8_pH=7.0	1
23769_Tm=44.6_pH=7.0	1
23768_Tm=51.6_pH=7.0	1
23767_Tm=49.8_pH=7.0	1
23766_Tm=46.2_pH=7.0	1
23765_Tm=45.5_pH=7.0	1
23764_Tm=52.9_pH=7.0	1
23763_Tm=50.4_pH=7.0	1
23762_Tm=46.0_pH=7.0	1
23761_Tm=37.2_pH=7.0	1
23760_Tm=35.9_pH=7.0	1
2376_Tm=37.4_pH=7.0	1
23759_Tm=50.1_pH=7.0	1
23758_Tm=43.6_pH=7.0	1
23757_Tm=44.8_pH=7.0	1
23756_Tm=45.2_pH=7.0	1
23755_Tm=48.8_pH=7.0	1
23754_Tm=58.3_pH=7.0	1
23753_Tm=71.6_pH=7.0	1
23752_Tm=37.3_pH=7.0	1
23751_Tm=37.8_pH=7.0	1
23750_Tm=54.7_pH=7.0	1
2375_Tm=39.0_pH=7.0	1
23749_Tm=46.0_pH=7.0	1
23748_Tm=46.3_pH=7.0	1
23747_Tm=52.5_pH=7.0	1
23746_Tm=92.6_pH=7.0	1
23745_Tm=49.7_pH=7.0	1
23744_Tm=65.1_pH=7.0	1
23743_Tm=43.5_pH=7.0	1
23742_Tm=43.7_pH=7.0	1
23741_Tm=71.6_pH=7.0	1
23740_Tm=45.0_pH=7.0	1
2374_Tm=64.4_pH=7.0	1
23739_Tm=78.7_pH=7.0	1
23738_Tm=51.2_pH=7.0	1
23737_Tm=42.6_pH=7.0	1
23736_Tm=48.3_pH=7.0	1
23735_Tm=45.6_pH=7.0	1
23734_Tm=51.0_pH=7.0	1
23733_Tm=40.0_pH=7.0	1
23732_Tm=51.1_pH=7.0	1
23731_Tm=53.2_pH=7.0	1
23730_Tm=46.9_pH=7.0	1
2373_Tm=50.8_pH=7.0	1
23729_Tm=50.8_pH=7.0	1
23728_Tm=52.1_pH=7.0	1
23726_Tm=51.3_pH=7.0	1
23724_Tm=49.8_pH=7.0	1
23723_Tm=44.3_pH=7.0	1
23722_Tm=52.5_pH=7.0	1
23721_Tm=52.4_pH=7.0	1
23720_Tm=49.7_pH=7.0	1
2372_Tm=44.2_pH=7.0	1
23719_Tm=40.4_pH=7.0	1
23716_Tm=46.5_pH=7.0	1
23715_Tm=61.4_pH=7.0	1
23714_Tm=48.5_pH=7.0	1
23711_Tm=48.4_pH=7.0	1
23710_Tm=42.5_pH=7.0	1
2371_Tm=37.7_pH=7.0	1
23709_Tm=38.6_pH=7.0	1
23708_Tm=38.5_pH=7.0	1
23707_Tm=51.3_pH=7.0	1
23706_Tm=56.1_pH=7.0	1
23705_Tm=44.3_pH=7.0	1
23704_Tm=46.3_pH=7.0	1
23703_Tm=48.8_pH=7.0	1
23702_Tm=47.8_pH=7.0	1
23701_Tm=46.6_pH=7.0	1
23700_Tm=44.6_pH=7.0	1
2370_Tm=49.9_pH=7.0	1
23699_Tm=48.1_pH=7.0	1
23698_Tm=51.6_pH=7.0	1
23697_Tm=53.5_pH=7.0	1
23696_Tm=37.8_pH=7.0	1
23695_Tm=45.2_pH=7.0	1
23694_Tm=48.5_pH=7.0	1
23693_Tm=53.6_pH=7.0	1
23692_Tm=50.6_pH=7.0	1
23691_Tm=43.3_pH=7.0	1
23690_Tm=64.9_pH=7.0	1
2369_Tm=51.1_pH=7.0	1
23689_Tm=40.4_pH=7.0	1
23688_Tm=77.3_pH=7.0	1
23687_Tm=49.0_pH=7.0	1
23686_Tm=71.1_pH=7.0	1
23685_Tm=47.1_pH=7.0	1
23684_Tm=45.4_pH=7.0	1
23683_Tm=41.2_pH=7.0	1
23682_Tm=52.3_pH=7.0	1
23681_Tm=48.2_pH=7.0	1
23680_Tm=71.3_pH=7.0	1
2368_Tm=61.4_pH=7.0	1
23679_Tm=42.6_pH=7.0	1
23677_Tm=49.9_pH=7.0	1
23676_Tm=47.0_pH=7.0	1
23675_Tm=47.5_pH=7.0	1
23674_Tm=40.2_pH=7.0	1
23673_Tm=70.9_pH=7.0	1
23672_Tm=81.3_pH=7.0	1
23671_Tm=46.0_pH=7.0	1
23670_Tm=47.7_pH=7.0	1
2367_Tm=35.9_pH=7.0	1
23669_Tm=43.7_pH=7.0	1
23666_Tm=47.7_pH=7.0	1
23665_Tm=48.6_pH=7.0	1
23664_Tm=49.0_pH=7.0	1
23663_Tm=39.2_pH=7.0	1
23662_Tm=41.8_pH=7.0	1
23661_Tm=44.5_pH=7.0	1
23660_Tm=52.5_pH=7.0	1
2366_Tm=48.7_pH=7.0	1
23659_Tm=93.6_pH=7.0	1
23658_Tm=39.3_pH=7.0	1
23657_Tm=44.8_pH=7.0	1
23656_Tm=50.7_pH=7.0	1
23655_Tm=50.8_pH=7.0	1
23654_Tm=49.2_pH=7.0	1
23653_Tm=53.8_pH=7.0	1
23652_Tm=48.7_pH=7.0	1
23651_Tm=49.6_pH=7.0	1
23650_Tm=55.9_pH=7.0	1
2365_Tm=49.2_pH=7.0	1
23649_Tm=48.2_pH=7.0	1
23648_Tm=45.0_pH=7.0	1
23647_Tm=74.9_pH=7.0	1
23646_Tm=46.9_pH=7.0	1
23645_Tm=50.1_pH=7.0	1
23644_Tm=42.4_pH=7.0	1
23643_Tm=56.4_pH=7.0	1
23642_Tm=44.2_pH=7.0	1
23641_Tm=35.0_pH=7.0	1
23640_Tm=48.2_pH=7.0	1
2364_Tm=46.8_pH=7.0	1
23639_Tm=43.5_pH=7.0	1
23638_Tm=58.8_pH=7.0	1
23637_Tm=39.4_pH=7.0	1
23636_Tm=49.7_pH=7.0	1
23635_Tm=48.1_pH=7.0	1
23634_Tm=46.4_pH=7.0	1
23633_Tm=68.3_pH=7.0	1
23632_Tm=49.9_pH=7.0	1
23631_Tm=48.4_pH=7.0	1
23630_Tm=51.4_pH=7.0	1
2363_Tm=41.3_pH=7.0	1
23629_Tm=55.8_pH=7.0	1
23628_Tm=55.1_pH=7.0	1
23627_Tm=48.8_pH=7.0	1
23626_Tm=45.0_pH=7.0	1
23625_Tm=47.8_pH=7.0	1
23624_Tm=42.4_pH=7.0	1
23623_Tm=47.7_pH=7.0	1
23622_Tm=50.2_pH=7.0	1
23621_Tm=57.7_pH=7.0	1
23620_Tm=37.4_pH=7.0	1
2362_Tm=40.1_pH=7.0	1
23619_Tm=49.5_pH=7.0	1
23618_Tm=46.6_pH=7.0	1
23617_Tm=37.3_pH=7.0	1
23616_Tm=50.4_pH=7.0	1
23615_Tm=46.5_pH=7.0	1
23614_Tm=71.5_pH=7.0	1
23613_Tm=42.5_pH=7.0	1
23612_Tm=58.0_pH=7.0	1
2361_Tm=42.8_pH=7.0	1
23609_Tm=48.9_pH=7.0	1
23608_Tm=40.4_pH=7.0	1
23607_Tm=42.7_pH=7.0	1
23606_Tm=40.3_pH=7.0	1
23605_Tm=77.6_pH=7.0	1
23604_Tm=65.3_pH=7.0	1
23603_Tm=47.8_pH=7.0	1
23602_Tm=54.3_pH=7.0	1
23601_Tm=46.4_pH=7.0	1
23600_Tm=73.7_pH=7.0	1
2360_Tm=61.8_pH=7.0	1
23599_Tm=51.3_pH=7.0	1
23598_Tm=52.4_pH=7.0	1
23597_Tm=41.1_pH=7.0	1
23596_Tm=85.7_pH=7.0	1
23595_Tm=39.6_pH=7.0	1
23594_Tm=53.1_pH=7.0	1
23593_Tm=47.2_pH=7.0	1
23592_Tm=51.9_pH=7.0	1
23591_Tm=51.8_pH=7.0	1
23590_Tm=50.8_pH=7.0	1
2359_Tm=41.3_pH=7.0	1
23589_Tm=48.4_pH=7.0	1
23588_Tm=52.9_pH=7.0	1
23587_Tm=53.4_pH=7.0	1
23586_Tm=58.3_pH=7.0	1
23585_Tm=51.1_pH=7.0	1
23584_Tm=42.2_pH=7.0	1
23583_Tm=42.0_pH=7.0	1
23582_Tm=34.7_pH=7.0	1
23581_Tm=47.9_pH=7.0	1
23580_Tm=43.7_pH=7.0	1
2358_Tm=41.6_pH=7.0	1
23579_Tm=35.1_pH=7.0	1
23578_Tm=58.9_pH=7.0	1
23577_Tm=44.2_pH=7.0	1
23576_Tm=47.1_pH=7.0	1
23575_Tm=73.4_pH=7.0	1
23574_Tm=36.3_pH=7.0	1
23573_Tm=48.3_pH=7.0	1
23572_Tm=42.4_pH=7.0	1
23571_Tm=49.2_pH=7.0	1
23570_Tm=44.8_pH=7.0	1
2357_Tm=48.4_pH=7.0	1
23569_Tm=47.8_pH=7.0	1
23568_Tm=46.4_pH=7.0	1
23567_Tm=45.7_pH=7.0	1
23566_Tm=52.8_pH=7.0	1
23565_Tm=52.8_pH=7.0	1
23564_Tm=63.9_pH=7.0	1
23563_Tm=44.6_pH=7.0	1
23562_Tm=49.7_pH=7.0	1
23561_Tm=52.5_pH=7.0	1
23560_Tm=55.4_pH=7.0	1
2356_Tm=55.9_pH=7.0	1
23559_Tm=44.6_pH=7.0	1
23558_Tm=37.9_pH=7.0	1
23557_Tm=54.1_pH=7.0	1
23556_Tm=53.5_pH=7.0	1
23555_Tm=53.3_pH=7.0	1
23554_Tm=39.8_pH=7.0	1
23553_Tm=48.3_pH=7.0	1
23552_Tm=45.5_pH=7.0	1
2355_Tm=48.8_pH=7.0	1
2354_Tm=71.8_pH=7.0	1
2353_Tm=53.5_pH=7.0	1
2352_Tm=51.5_pH=7.0	1
2351_Tm=49.4_pH=7.0	1
2350_Tm=37.4_pH=7.0	1
235_Tm=49.0_pH=7.0	1
2349_Tm=43.1_pH=7.0	1
2348_Tm=57.5_pH=7.0	1
2347_Tm=35.5_pH=7.0	1
2346_Tm=55.7_pH=7.0	1
2345_Tm=48.5_pH=7.0	1
2344_Tm=47.3_pH=7.0	1
2343_Tm=39.7_pH=7.0	1
2342_Tm=36.3_pH=7.0	1
23419_Tm=49.7_pH=7.0	1
23418_Tm=49.9_pH=7.0	1
23416_Tm=53.3_pH=7.0	1
23415_Tm=48.0_pH=7.0	1
23414_Tm=69.8_pH=7.0	1
23413_Tm=50.7_pH=7.0	1
23412_Tm=53.4_pH=7.0	1
23411_Tm=44.6_pH=7.0	1
23410_Tm=44.1_pH=7.0	1
2341_Tm=39.0_pH=7.0	1
23409_Tm=34.2_pH=7.0	1
23408_Tm=41.2_pH=7.0	1
23407_Tm=40.0_pH=7.0	1
23406_Tm=58.5_pH=7.0	1
23405_Tm=49.0_pH=7.0	1
23404_Tm=42.8_pH=7.0	1
23403_Tm=46.9_pH=7.0	1
23402_Tm=43.1_pH=7.0	1
23401_Tm=52.0_pH=7.0	1
23400_Tm=51.6_pH=7.0	1
2340_Tm=67.9_pH=7.0	1
234_Tm=67.8_pH=7.0	1
23399_Tm=41.6_pH=7.0	1
23398_Tm=42.2_pH=7.0	1
23397_Tm=36.3_pH=7.0	1
23396_Tm=44.6_pH=7.0	1
23395_Tm=37.2_pH=7.0	1
23394_Tm=39.5_pH=7.0	1
23393_Tm=52.1_pH=7.0	1
23392_Tm=48.7_pH=7.0	1
23391_Tm=44.3_pH=7.0	1
23390_Tm=44.5_pH=7.0	1
2339_Tm=50.6_pH=7.0	1
23389_Tm=43.3_pH=7.0	1
23388_Tm=64.1_pH=7.0	1
23387_Tm=41.6_pH=7.0	1
23386_Tm=51.5_pH=7.0	1
23385_Tm=50.5_pH=7.0	1
23384_Tm=37.8_pH=7.0	1
23383_Tm=47.0_pH=7.0	1
23382_Tm=58.2_pH=7.0	1
23381_Tm=42.8_pH=7.0	1
23380_Tm=49.3_pH=7.0	1
23379_Tm=48.4_pH=7.0	1
23374_Tm=80.5_pH=7.0	1
23373_Tm=38.2_pH=7.0	1
23372_Tm=79.9_pH=7.0	1
23371_Tm=61.4_pH=7.0	1
23370_Tm=38.1_pH=7.0	1
2337_Tm=45.4_pH=7.0	1
23369_Tm=47.3_pH=7.0	1
23368_Tm=66.2_pH=7.0	1
23365_Tm=70.7_pH=7.0	1
23364_Tm=39.0_pH=7.0	1
23363_Tm=49.7_pH=7.0	1
23362_Tm=57.7_pH=7.0	1
23361_Tm=51.8_pH=7.0	1
23360_Tm=42.3_pH=7.0	1
2336_Tm=43.3_pH=7.0	1
23359_Tm=53.1_pH=7.0	1
23358_Tm=75.2_pH=7.0	1
23357_Tm=59.5_pH=7.0	1
23356_Tm=44.8_pH=7.0	1
23355_Tm=50.6_pH=7.0	1
23354_Tm=53.9_pH=7.0	1
23353_Tm=47.4_pH=7.0	1
23352_Tm=39.0_pH=7.0	1
23351_Tm=46.4_pH=7.0	1
23350_Tm=44.5_pH=7.0	1
2335_Tm=57.4_pH=7.0	1
23349_Tm=43.5_pH=7.0	1
23348_Tm=46.1_pH=7.0	1
23347_Tm=42.2_pH=7.0	1
23346_Tm=46.2_pH=7.0	1
23341_Tm=46.9_pH=7.0	1
23340_Tm=42.7_pH=7.0	1
2334_Tm=47.6_pH=7.0	1
23339_Tm=47.8_pH=7.0	1
23338_Tm=58.7_pH=7.0	1
23337_Tm=39.7_pH=7.0	1
23336_Tm=40.4_pH=7.0	1
23335_Tm=51.6_pH=7.0	1
23334_Tm=50.2_pH=7.0	1
23333_Tm=52.0_pH=7.0	1
23332_Tm=48.7_pH=7.0	1
23331_Tm=47.7_pH=7.0	1
23330_Tm=48.6_pH=7.0	1
2333_Tm=53.8_pH=7.0	1
23329_Tm=54.5_pH=7.0	1
23328_Tm=45.6_pH=7.0	1
23327_Tm=50.8_pH=7.0	1
23314_Tm=41.6_pH=7.0	1
23313_Tm=38.3_pH=7.0	1
23312_Tm=35.9_pH=7.0	1
23311_Tm=75.3_pH=7.0	1
23310_Tm=38.2_pH=7.0	1
23309_Tm=74.3_pH=7.0	1
23308_Tm=46.5_pH=7.0	1
23307_Tm=44.0_pH=7.0	1
23306_Tm=52.1_pH=7.0	1
23305_Tm=40.4_pH=7.0	1
23304_Tm=41.4_pH=7.0	1
23303_Tm=49.4_pH=7.0	1
23302_Tm=51.2_pH=7.0	1
23301_Tm=46.8_pH=7.0	1
23300_Tm=50.1_pH=7.0	1
233_Tm=89.3_pH=7.0	1
23299_Tm=42.7_pH=7.0	1
23298_Tm=47.9_pH=7.0	1
23297_Tm=50.6_pH=7.0	1
23296_Tm=51.8_pH=7.0	1
23295_Tm=54.2_pH=7.0	1
23294_Tm=48.7_pH=7.0	1
23293_Tm=51.2_pH=7.0	1
23292_Tm=47.4_pH=7.0	1
23291_Tm=59.8_pH=7.0	1
23290_Tm=55.2_pH=7.0	1
2329_Tm=49.2_pH=7.0	1
23289_Tm=32.7_pH=7.0	1
23288_Tm=43.5_pH=7.0	1
23287_Tm=52.1_pH=7.0	1
23286_Tm=51.4_pH=7.0	1
23285_Tm=37.8_pH=7.0	1
23284_Tm=50.3_pH=7.0	1
23283_Tm=47.4_pH=7.0	1
23282_Tm=43.3_pH=7.0	1
23281_Tm=51.2_pH=7.0	1
23280_Tm=46.0_pH=7.0	1
2328_Tm=70.9_pH=7.0	1
23279_Tm=46.0_pH=7.0	1
23278_Tm=45.9_pH=7.0	1
23277_Tm=41.2_pH=7.0	1
23276_Tm=41.7_pH=7.0	1
23275_Tm=45.7_pH=7.0	1
23274_Tm=40.0_pH=7.0	1
23273_Tm=37.8_pH=7.0	1
23272_Tm=48.1_pH=7.0	1
23271_Tm=42.0_pH=7.0	1
23270_Tm=41.9_pH=7.0	1
2327_Tm=48.7_pH=7.0	1
23269_Tm=51.0_pH=7.0	1
23268_Tm=45.9_pH=7.0	1
23267_Tm=40.3_pH=7.0	1
23266_Tm=39.6_pH=7.0	1
23265_Tm=56.0_pH=7.0	1
23264_Tm=42.9_pH=7.0	1
23261_Tm=43.7_pH=7.0	1
23260_Tm=38.0_pH=7.0	1
2326_Tm=66.8_pH=7.0	1
23259_Tm=50.2_pH=7.0	1
23258_Tm=50.7_pH=7.0	1
23257_Tm=38.0_pH=7.0	1
23256_Tm=49.8_pH=7.0	1
23255_Tm=44.1_pH=7.0	1
23254_Tm=51.6_pH=7.0	1
23253_Tm=37.4_pH=7.0	1
23252_Tm=48.4_pH=7.0	1
23251_Tm=43.5_pH=7.0	1
23250_Tm=52.9_pH=7.0	1
2325_Tm=46.8_pH=7.0	1
23249_Tm=50.3_pH=7.0	1
23248_Tm=53.4_pH=7.0	1
23247_Tm=45.5_pH=7.0	1
23246_Tm=45.6_pH=7.0	1
23245_Tm=34.9_pH=7.0	1
23244_Tm=57.6_pH=7.0	1
23243_Tm=43.1_pH=7.0	1
23242_Tm=32.2_pH=7.0	1
23241_Tm=45.9_pH=7.0	1
23240_Tm=49.7_pH=7.0	1
2324_Tm=52.8_pH=7.0	1
23239_Tm=49.5_pH=7.0	1
23238_Tm=48.2_pH=7.0	1
23237_Tm=39.9_pH=7.0	1
23236_Tm=50.7_pH=7.0	1
23235_Tm=47.7_pH=7.0	1
23234_Tm=41.9_pH=7.0	1
23233_Tm=51.5_pH=7.0	1
23232_Tm=51.6_pH=7.0	1
23231_Tm=43.3_pH=7.0	1
23230_Tm=48.2_pH=7.0	1
2323_Tm=58.2_pH=7.0	1
23229_Tm=50.3_pH=7.0	1
23226_Tm=82.8_pH=7.0	1
23225_Tm=50.9_pH=7.0	1
23224_Tm=49.3_pH=7.0	1
23223_Tm=86.2_pH=7.0	1
23222_Tm=51.4_pH=7.0	1
23221_Tm=55.0_pH=7.0	1
23220_Tm=44.7_pH=7.0	1
23219_Tm=65.8_pH=7.0	1
23218_Tm=53.9_pH=7.0	1
23217_Tm=33.7_pH=7.0	1
23216_Tm=38.8_pH=7.0	1
23215_Tm=42.1_pH=7.0	1
23213_Tm=49.8_pH=7.0	1
23212_Tm=50.6_pH=7.0	1
2321_Tm=39.4_pH=7.0	1
23209_Tm=62.5_pH=7.0	1
23208_Tm=71.8_pH=7.0	1
23207_Tm=54.2_pH=7.0	1
23206_Tm=55.1_pH=7.0	1
23205_Tm=69.5_pH=7.0	1
23204_Tm=54.3_pH=7.0	1
23203_Tm=46.3_pH=7.0	1
23202_Tm=56.2_pH=7.0	1
23201_Tm=41.1_pH=7.0	1
23200_Tm=52.9_pH=7.0	1
2320_Tm=69.2_pH=7.0	1
232_Tm=53.9_pH=7.0	1
23199_Tm=55.0_pH=7.0	1
23198_Tm=50.5_pH=7.0	1
23197_Tm=47.4_pH=7.0	1
23196_Tm=39.3_pH=7.0	1
23195_Tm=45.6_pH=7.0	1
23194_Tm=39.1_pH=7.0	1
23193_Tm=49.6_pH=7.0	1
23192_Tm=64.8_pH=7.0	1
23191_Tm=43.4_pH=7.0	1
23190_Tm=39.2_pH=7.0	1
2319_Tm=61.1_pH=7.0	1
23189_Tm=51.3_pH=7.0	1
23188_Tm=37.9_pH=7.0	1
23187_Tm=49.2_pH=7.0	1
23186_Tm=49.3_pH=7.0	1
23185_Tm=45.4_pH=7.0	1
23184_Tm=45.7_pH=7.0	1
23183_Tm=41.8_pH=7.0	1
23182_Tm=48.4_pH=7.0	1
23181_Tm=39.9_pH=7.0	1
23180_Tm=61.5_pH=7.0	1
2318_Tm=60.0_pH=7.0	1
23179_Tm=44.5_pH=7.0	1
23178_Tm=51.3_pH=7.0	1
23177_Tm=39.0_pH=7.0	1
23176_Tm=45.0_pH=7.0	1
23175_Tm=54.5_pH=7.0	1
23174_Tm=42.6_pH=7.0	1
23173_Tm=47.3_pH=7.0	1
23172_Tm=49.1_pH=7.0	1
23171_Tm=40.2_pH=7.0	1
23170_Tm=45.2_pH=7.0	1
2317_Tm=45.5_pH=7.0	1
23169_Tm=35.5_pH=7.0	1
23168_Tm=38.8_pH=7.0	1
23167_Tm=41.9_pH=7.0	1
23166_Tm=37.8_pH=7.0	1
23165_Tm=39.0_pH=7.0	1
23164_Tm=45.4_pH=7.0	1
23163_Tm=51.9_pH=7.0	1
23162_Tm=38.4_pH=7.0	1
