Cluster Name	Count of Member
28768_Tm=49.3	2
3281_Tm=53.7	2
25743_Tm=35.4	2
3298_Tm=46.8	2
28858_Tm=49.6	2
3312_Tm=46.6	2
28877_Tm=49.9	2
3350_Tm=52.3	2
28883_Tm=57.5	2
3362_Tm=57.9	2
28885_Tm=51.0	2
3367_Tm=53.2	2
28889_Tm=48.9	2
3387_Tm=47.6	2
28914_Tm=54.7	2
3396_Tm=50.9	2
28959_Tm=41.7	2
3413_Tm=52.9	2
2897_Tm=55.5	2
343_Tm=37.8	2
28988_Tm=44.1	2
3455_Tm=45.2	2
29010_Tm=50.1	2
3472_Tm=57.8	2
29018_Tm=62.1	2
3486_Tm=56.0	2
29030_Tm=49.0	2
3493_Tm=52.9	2
29032_Tm=51.6	2
3507_Tm=47.7	2
23717_Tm=44.3	2
24812_Tm=43.4	2
20838_Tm=51.1	2
21262_Tm=49.9	2
25286_Tm=46.3	2
19230_Tm=51.2	2
19157_Tm=50.6	2
20146_Tm=48.8	2
24547_Tm=76.7	2
21309_Tm=40.8	2
25001_Tm=52.0	2
2131_Tm=37.8	2
20249_Tm=45.6	2
21311_Tm=67.1	2
23836_Tm=47.7	2
21315_Tm=72.8	2
19996_Tm=47.5	2
21329_Tm=46.6	2
24275_Tm=47.0	2
20150_Tm=53.0	2
24697_Tm=45.5	2
21334_Tm=51.9	2
24919_Tm=71.8	2
21353_Tm=51.7	2
25190_Tm=44.6	2
21356_Tm=43.5	2
19709_Tm=47.9	2
18163_Tm=53.4	2
23677_Tm=49.9	2
20298_Tm=70.2	2
23811_Tm=49.3	2
21386_Tm=46.0	2
20757_Tm=40.6	2
2030_Tm=45.9	2
18066_Tm=40.8	2
21394_Tm=52.4	2
24121_Tm=40.7	2
21398_Tm=51.2	2
24219_Tm=43.6	2
2140_Tm=63.6	2
24303_Tm=56.7	2
18081_Tm=47.1	2
24637_Tm=61.2	2
21452_Tm=36.5	2
24763_Tm=51.3	2
18273_Tm=47.1	2
20956_Tm=46.3	2
21491_Tm=36.2	2
24956_Tm=51.8	2
21499_Tm=46.4	2
20055_Tm=43.3	2
20314_Tm=68.8	2
25254_Tm=39.5	2
21539_Tm=25.0	2
25340_Tm=48.2	2
21556_Tm=70.2	2
25433_Tm=49.7	2
20327_Tm=47.3	2
23662_Tm=41.8	2
21568_Tm=43.6	2
23704_Tm=46.3	2
21571_Tm=58.2	2
23794_Tm=49.1	2
20337_Tm=53.9	2
19425_Tm=58.7	2
21597_Tm=47.1	2
20732_Tm=49.7	2
21600_Tm=48.9	2
23930_Tm=44.4	2
21608_Tm=44.6	2
23987_Tm=55.5	2
21612_Tm=51.0	2
2406_Tm=53.8	2
19353_Tm=53.7	2
18129_Tm=69.3	2
20349_Tm=45.2	2
24143_Tm=56.2	2
2163_Tm=45.4	2
2421_Tm=49.7	2
20166_Tm=54.2	2
24254_Tm=41.1	2
19354_Tm=45.8	2
24288_Tm=34.0	2
21661_Tm=92.9	2
24511_Tm=37.8	2
18291_Tm=55.8	2
2462_Tm=45.4	2
217_Tm=47.2	2
24673_Tm=44.3	2
19756_Tm=47.5	2
1967_Tm=53.0	2
21745_Tm=47.0	2
24787_Tm=58.4	2
20357_Tm=53.0	2
20953_Tm=40.9	2
21754_Tm=42.5	2
19184_Tm=70.5	2
1849_Tm=53.3	2
2493_Tm=42.9	2
21780_Tm=48.0	2
20993_Tm=45.9	2
20363_Tm=78.2	2
20044_Tm=46.6	2
21782_Tm=43.9	2
25178_Tm=37.5	2
21783_Tm=47.8	2
25216_Tm=42.1	2
1936_Tm=55.9	2
21048_Tm=37.4	2
21806_Tm=41.7	2
25322_Tm=72.5	2
19757_Tm=53.0	2
25361_Tm=42.3	2
21820_Tm=47.9	2
25410_Tm=50.6	2
21832_Tm=75.1	2
2547_Tm=46.4	2
21843_Tm=52.6	2
21258_Tm=40.3	2
21849_Tm=51.1	2
23667_Tm=49.9	2
21872_Tm=46.9	2
23688_Tm=77.3	2
21877_Tm=81.8	2
19969_Tm=41.9	2
20403_Tm=71.3	2
19414_Tm=50.1	2
21901_Tm=43.5	2
23801_Tm=44.0	2
21903_Tm=47.0	2
19419_Tm=48.5	2
21911_Tm=69.0	2
23826_Tm=46.8	2
21913_Tm=56.6	2
20725_Tm=41.6	2
19370_Tm=49.3	2
23896_Tm=41.9	2
21920_Tm=47.9	2
19457_Tm=64.4	2
19378_Tm=43.5	2
20770_Tm=46.7	2
20419_Tm=40.1	2
23972_Tm=42.5	2
20174_Tm=50.2	2
23996_Tm=42.7	2
21951_Tm=49.2	2
2081_Tm=43.0	2
2043_Tm=47.2	2
24063_Tm=57.6	2
21995_Tm=54.8	2
24077_Tm=52.6	2
2200_Tm=62.8	2
24103_Tm=46.5	2
20450_Tm=67.4	2
2_Tm=40.5	2
22041_Tm=69.2	2
20828_Tm=37.5	2
22042_Tm=52.6	2
24199_Tm=52.3	2
22047_Tm=67.9	2
24216_Tm=41.0	2
22058_Tm=44.5	2
24245_Tm=42.9	2
22059_Tm=45.7	2
24272_Tm=43.6	2
22073_Tm=43.8	2
24285_Tm=39.9	2
19247_Tm=50.0	2
24293_Tm=46.9	2
22079_Tm=48.2	2
24505_Tm=50.5	2
19781_Tm=46.9	2
20005_Tm=46.6	2
22201_Tm=49.5	2
20015_Tm=90.8	2
1882_Tm=51.8	2
24629_Tm=82.2	2
22243_Tm=37.8	2
19168_Tm=37.8	2
22256_Tm=41.8	2
24686_Tm=48.2	2
1938_Tm=53.4	2
1965_Tm=49.7	2
18167_Tm=39.2	2
19696_Tm=76.9	2
22286_Tm=48.6	2
19698_Tm=42.0	2
22292_Tm=67.8	2
24801_Tm=46.3	2
19784_Tm=43.1	2
24825_Tm=46.5	2
22329_Tm=89.7	2
24847_Tm=44.7	2
2553_Tm=45.7	2
20957_Tm=46.5	2
22347_Tm=47.1	2
24897_Tm=55.9	2
22353_Tm=40.5	2
24921_Tm=40.3	2
19805_Tm=51.0	2
24950_Tm=51.9	2
22377_Tm=63.6	2
24964_Tm=37.3	2
19387_Tm=42.3	2
24992_Tm=41.4	2
22452_Tm=42.6	2
20038_Tm=52.1	2
22465_Tm=48.6	2
19299_Tm=41.4	2
22479_Tm=52.3	2
21004_Tm=53.0	2
22482_Tm=84.4	2
25188_Tm=44.2	2
18168_Tm=37.7	2
21010_Tm=50.0	2
22509_Tm=47.2	2
25236_Tm=50.6	2
20486_Tm=40.0	2
25260_Tm=45.7	2
22530_Tm=82.1	2
25284_Tm=43.4	2
20194_Tm=56.2	2
25304_Tm=46.6	2
18169_Tm=47.3	2
25331_Tm=40.7	2
22554_Tm=45.9	2
2107_Tm=52.2	2
22558_Tm=43.1	2
2113_Tm=53.6	2
2257_Tm=46.2	2
25406_Tm=48.7	2
1981_Tm=59.1	2
25420_Tm=40.7	2
20499_Tm=50.1	2
25449_Tm=56.3	2
22594_Tm=48.5	2
25487_Tm=67.2	2
2050_Tm=40.3	2
2121_Tm=49.0	2
22596_Tm=47.4	2
20625_Tm=43.2	2
19838_Tm=48.0	2
23664_Tm=49.0	2
1812_Tm=49.9	2
19961_Tm=45.9	2
20511_Tm=63.6	2
23680_Tm=71.3	2
22640_Tm=49.1	2
23695_Tm=45.2	2
22644_Tm=48.8	2
19963_Tm=44.7	2
20518_Tm=72.5	2
19227_Tm=48.1	2
22669_Tm=49.6	2
23721_Tm=52.4	2
25529_Tm=47.9	2
23791_Tm=53.8	2
2268_Tm=75.7	2
2013_Tm=47.8	2
22682_Tm=45.1	2
2381_Tm=61.2	2
20536_Tm=48.9	2
20656_Tm=50.0	2
227_Tm=55.9	2
20687_Tm=41.1	2
18120_Tm=63.9	2
20228_Tm=45.0	2
22702_Tm=64.1	2
23835_Tm=43.1	2
19879_Tm=74.9	2
20144_Tm=60.9	2
1908_Tm=44.9	2
1915_Tm=58.6	2
22741_Tm=51.7	2
19280_Tm=39.6	2
22747_Tm=41.3	2
23904_Tm=45.3	2
22755_Tm=40.6	2
23916_Tm=40.1	2
22761_Tm=54.8	2
23926_Tm=54.6	2
22763_Tm=55.4	2
23931_Tm=47.4	2
20538_Tm=40.4	2
19985_Tm=52.8	2
22772_Tm=53.1	2
23958_Tm=46.0	2
19883_Tm=48.2	2
18190_Tm=51.3	2
20539_Tm=59.1	2
19158_Tm=53.2	2
22784_Tm=42.5	2
24008_Tm=48.7	2
20544_Tm=46.0	2
24044_Tm=61.6	2
22805_Tm=47.2	2
24054_Tm=52.2	2
22806_Tm=39.9	2
20820_Tm=61.6	2
22814_Tm=37.8	2
24064_Tm=51.7	2
22829_Tm=50.7	2
24075_Tm=37.2	2
19892_Tm=42.8	2
24097_Tm=54.5	2
22839_Tm=46.0	2
2410_Tm=48.6	2
1816_Tm=49.5	2
24108_Tm=81.1	2
22843_Tm=52.3	2
24122_Tm=53.5	2
22858_Tm=53.5	2
24140_Tm=39.9	2
22859_Tm=46.2	2
18090_Tm=47.1	2
19080_Tm=50.8	2
20240_Tm=41.2	2
20113_Tm=47.3	2
20841_Tm=56.2	2
22894_Tm=74.1	2
19470_Tm=49.2	2
22897_Tm=46.2	2
20869_Tm=50.4	2
19897_Tm=38.3	2
24218_Tm=41.0	2
22899_Tm=44.5	2
19167_Tm=43.4	2
19907_Tm=46.0	2
1955_Tm=70.9	2
19909_Tm=47.8	2
18206_Tm=50.1	2
19918_Tm=43.5	2
24273_Tm=44.6	2
19123_Tm=45.0	2
2428_Tm=56.1	2
22943_Tm=47.7	2
20877_Tm=39.9	2
22950_Tm=49.9	2
2429_Tm=43.2	2
22959_Tm=55.0	2
243_Tm=40.3	2
22968_Tm=50.9	2
24491_Tm=40.8	2
20551_Tm=73.2	2
24510_Tm=41.7	2
230_Tm=42.7	2
24516_Tm=52.2	2
19124_Tm=71.7	2
24542_Tm=45.2	2
2301_Tm=45.5	2
2455_Tm=54.6	2
19254_Tm=44.5	2
24587_Tm=42.4	2
25516_Tm=50.8	2
24620_Tm=46.0	2
19221_Tm=47.6	2
24630_Tm=51.6	2
20109_Tm=45.2	2
24648_Tm=60.4	2
19134_Tm=45.4	2
24662_Tm=59.4	2
20553_Tm=88.8	2
24679_Tm=54.9	2
23047_Tm=41.2	2
1957_Tm=47.0	2
20556_Tm=50.3	2
24700_Tm=52.8	2
23053_Tm=43.4	2
24739_Tm=44.3	2
23058_Tm=52.0	2
20906_Tm=38.0	2
19924_Tm=49.7	2
20028_Tm=43.7	2
23081_Tm=57.0	2
2477_Tm=61.4	2
20558_Tm=44.3	2
1917_Tm=54.3	2
23134_Tm=49.0	2
20032_Tm=48.1	2
23136_Tm=37.2	2
24803_Tm=34.9	2
23142_Tm=31.8	2
24823_Tm=84.4	2
23144_Tm=51.3	2
24826_Tm=46.9	2
19394_Tm=32.7	2
20033_Tm=47.8	2
19400_Tm=53.9	2
24850_Tm=39.4	2
23154_Tm=44.6	2
24863_Tm=46.1	2
23156_Tm=42.9	2
2096_Tm=32.4	2
19932_Tm=25.0	2
19189_Tm=44.1	2
23165_Tm=39.0	2
24905_Tm=57.5	2
23170_Tm=45.2	2
18232_Tm=53.4	2
19412_Tm=39.3	2
24923_Tm=46.9	2
23191_Tm=43.4	2
20975_Tm=47.9	2
23207_Tm=54.2	2
24953_Tm=46.0	2
19138_Tm=43.7	2
20986_Tm=45.2	2
2322_Tm=48.8	2
24973_Tm=51.9	2
23221_Tm=55.0	2
24991_Tm=42.6	2
23224_Tm=49.3	2
24994_Tm=42.6	2
20579_Tm=50.8	2
25015_Tm=56.7	2
23228_Tm=57.2	2
25031_Tm=41.3	2
23231_Tm=43.3	2
25034_Tm=42.4	2
23254_Tm=51.6	2
21002_Tm=44.1	2
19147_Tm=50.4	2
2515_Tm=44.1	2
23274_Tm=40.0	2
20058_Tm=67.8	2
20129_Tm=37.6	2
2518_Tm=36.1	2
23278_Tm=45.9	2
2519_Tm=47.5	2
23283_Tm=47.4	2
25195_Tm=48.3	2
23284_Tm=50.3	2
25214_Tm=46.6	2
2331_Tm=49.2	2
25233_Tm=44.5	2
23310_Tm=38.2	2
21014_Tm=42.8	2
20591_Tm=46.6	2
20074_Tm=42.1	2
19264_Tm=41.6	2
2527_Tm=50.7	2
2335_Tm=57.4	2
2105_Tm=49.3	2
23356_Tm=44.8	2
25285_Tm=67.0	2
23367_Tm=53.5	2
253_Tm=54.8	2
23384_Tm=37.8	2
25313_Tm=44.6	2
23390_Tm=44.5	2
19700_Tm=42.7	2
1995_Tm=51.1	2
18058_Tm=52.6	2
23414_Tm=69.8	2
19191_Tm=51.8	2
20222_Tm=55.3	2
25357_Tm=47.2	2
23419_Tm=49.7	2
25363_Tm=64.1	2
19148_Tm=73.4	2
25368_Tm=37.2	2
23555_Tm=53.3	2
21151_Tm=41.9	2
23556_Tm=53.5	2
20100_Tm=45.6	2
20606_Tm=44.0	2
25415_Tm=44.4	2
19957_Tm=51.5	2
19210_Tm=42.3	2
23577_Tm=44.2	2
25435_Tm=38.2	2
23579_Tm=35.1	2
18158_Tm=67.9	2
2358_Tm=41.6	2
20105_Tm=39.4	2
23582_Tm=34.7	2
2549_Tm=49.7	2
18050_Tm=66.7	2
1971_Tm=49.3	2
23598_Tm=52.4	2
21257_Tm=49.4	2
236_Tm=42.5	2
23634_Tm=46.4	2
19923_Tm=53.7	2
25525_Tm=37.0	2
23018_Tm=42.3	2
23022_Tm=47.4	2
22675_Tm=45.0	2
25549_Tm=47.3	2
11981_Tm=53.9	2
15626_Tm=69.7	2
15134_Tm=49.9	2
1206_Tm=54.3	2
16421_Tm=31.8	2
10835_Tm=37.7	2
14944_Tm=40.9	2
12080_Tm=48.0	2
11683_Tm=66.4	2
10312_Tm=67.2	2
16093_Tm=46.7	2
10846_Tm=64.5	2
10785_Tm=51.2	2
12131_Tm=49.3	2
1481_Tm=35.8	2
12132_Tm=78.0	2
15031_Tm=42.2	2
12137_Tm=71.2	2
11642_Tm=68.5	2
12139_Tm=41.9	2
15525_Tm=49.8	2
12145_Tm=90.3	2
10031_Tm=48.1	2
12148_Tm=46.7	2
16288_Tm=44.3	2
10044_Tm=67.0	2
16510_Tm=38.0	2
12158_Tm=48.5	2
11966_Tm=41.8	2
12169_Tm=44.4	2
14742_Tm=38.5	2
10328_Tm=50.2	2
14852_Tm=49.0	2
1219_Tm=49.4	2
15003_Tm=40.9	2
10334_Tm=51.1	2
15098_Tm=55.0	2
12214_Tm=33.2	2
1520_Tm=42.0	2
12228_Tm=44.8	2
10220_Tm=59.2	2
12235_Tm=38.4	2
15458_Tm=70.4	2
12236_Tm=75.1	2
11704_Tm=57.5	2
12242_Tm=52.0	2
11708_Tm=42.1	2
10868_Tm=53.4	2
10715_Tm=49.1	2
12271_Tm=48.7	2
16179_Tm=78.3	2
12274_Tm=51.9	2
16335_Tm=56.8	2
12278_Tm=49.6	2
16461_Tm=44.4	2
10876_Tm=62.1	2
1672_Tm=55.5	2
12293_Tm=48.5	2
11937_Tm=51.7	2
12303_Tm=50.7	2
1759_Tm=51.6	2
10339_Tm=71.8	2
17774_Tm=49.9	2
12328_Tm=40.0	2
14800_Tm=48.4	2
12329_Tm=50.3	2
14837_Tm=48.7	2
1233_Tm=50.8	2
14886_Tm=48.8	2
12332_Tm=45.9	2
14965_Tm=54.4	2
12336_Tm=42.1	2
15015_Tm=40.1	2
12337_Tm=48.6	2
15062_Tm=35.2	2
12340_Tm=72.9	2
10099_Tm=43.6	2
12352_Tm=74.0	2
15179_Tm=73.8	2
12353_Tm=45.0	2
15225_Tm=72.1	2
12355_Tm=52.8	2
15297_Tm=48.1	2
12356_Tm=42.9	2
15324_Tm=45.1	2
12363_Tm=53.5	2
15400_Tm=47.2	2
12377_Tm=73.1	2
15491_Tm=49.7	2
12394_Tm=68.8	2
15544_Tm=54.2	2
12397_Tm=42.7	2
15582_Tm=59.0	2
10344_Tm=42.0	2
15669_Tm=37.0	2
12423_Tm=51.0	2
15924_Tm=53.2	2
12429_Tm=36.4	2
11725_Tm=58.0	2
12434_Tm=44.6	2
16042_Tm=88.3	2
10930_Tm=50.8	2
16112_Tm=50.3	2
12443_Tm=78.3	2
16248_Tm=76.0	2
10347_Tm=53.6	2
16317_Tm=44.3	2
12462_Tm=64.6	2
1640_Tm=44.0	2
12463_Tm=53.8	2
16440_Tm=53.1	2
10946_Tm=52.0	2
16490_Tm=36.9	2
10374_Tm=36.7	2
10778_Tm=47.6	2
12484_Tm=56.1	2
1717_Tm=54.4	2
12488_Tm=43.5	2
17332_Tm=51.9	2
12489_Tm=69.6	2
11954_Tm=34.0	2
10951_Tm=43.8	2
17459_Tm=44.8	2
10955_Tm=55.6	2
17686_Tm=53.8	2
12511_Tm=45.2	2
17741_Tm=47.5	2
12513_Tm=38.6	2
12056_Tm=58.9	2
12534_Tm=48.1	2
14791_Tm=74.2	2
10376_Tm=42.6	2
11534_Tm=46.5	2
11111_Tm=50.7	2
11545_Tm=40.8	2
12577_Tm=47.8	2
14848_Tm=46.8	2
12586_Tm=45.5	2
14871_Tm=44.2	2
11115_Tm=49.5	2
11548_Tm=49.1	2
12594_Tm=46.7	2
14953_Tm=52.5	2
12618_Tm=60.2	2
14973_Tm=43.0	2
11121_Tm=46.6	2
15011_Tm=47.7	2
12633_Tm=71.7	2
15020_Tm=45.4	2
12638_Tm=44.0	2
1504_Tm=54.0	2
10120_Tm=55.5	2
15085_Tm=41.6	2
1267_Tm=51.7	2
10607_Tm=48.8	2
1272_Tm=49.9	2
15129_Tm=48.8	2
12750_Tm=48.1	2
15154_Tm=42.4	2
12766_Tm=43.6	2
15183_Tm=81.1	2
12781_Tm=86.8	2
15212_Tm=49.5	2
12802_Tm=46.3	2
15254_Tm=44.8	2
10045_Tm=45.0	2
1165_Tm=53.1	2
12818_Tm=28.0	2
1530_Tm=50.0	2
12824_Tm=44.0	2
10620_Tm=38.6	2
12841_Tm=41.3	2
15368_Tm=42.5	2
12854_Tm=49.0	2
1539_Tm=40.2	2
10417_Tm=38.8	2
15451_Tm=38.0	2
12861_Tm=44.3	2
15481_Tm=40.8	2
12865_Tm=43.5	2
10674_Tm=42.0	2
12866_Tm=41.2	2
15536_Tm=38.4	2
12873_Tm=64.4	2
11701_Tm=42.5	2
12879_Tm=72.4	2
15571_Tm=40.8	2
10419_Tm=47.2	2
15606_Tm=39.1	2
12882_Tm=41.4	2
10256_Tm=57.6	2
12886_Tm=43.3	2
15683_Tm=51.0	2
12902_Tm=42.4	2
10698_Tm=38.2	2
12906_Tm=42.7	2
15939_Tm=53.6	2
11153_Tm=48.7	2
15975_Tm=47.6	2
11164_Tm=49.2	2
15999_Tm=42.8	2
12933_Tm=42.6	2
16014_Tm=46.5	2
12936_Tm=42.9	2
1609_Tm=53.9	2
11166_Tm=44.0	2
11745_Tm=42.9	2
11189_Tm=30.7	2
10717_Tm=46.3	2
11194_Tm=50.6	2
10281_Tm=50.3	2
1296_Tm=42.4	2
16274_Tm=49.6	2
11195_Tm=41.0	2
16306_Tm=47.3	2
10046_Tm=49.5	2
16331_Tm=55.1	2
11203_Tm=38.4	2
11798_Tm=54.3	2
13101_Tm=42.2	2
10740_Tm=41.2	2
13115_Tm=47.6	2
10747_Tm=35.8	2
13125_Tm=41.0	2
10762_Tm=43.9	2
13129_Tm=69.8	2
11862_Tm=76.6	2
13135_Tm=41.5	2
10767_Tm=42.9	2
13136_Tm=55.2	2
16529_Tm=43.3	2
10428_Tm=45.0	2
1666_Tm=47.8	2
13140_Tm=57.4	2
1693_Tm=40.2	2
13157_Tm=33.0	2
1722_Tm=53.2	2
13183_Tm=41.4	2
11936_Tm=37.9	2
11211_Tm=54.3	2
17357_Tm=42.4	2
11219_Tm=53.8	2
10796_Tm=45.1	2
11225_Tm=67.7	2
17422_Tm=53.7	2
13219_Tm=80.7	2
17448_Tm=44.9	2
10429_Tm=45.4	2
10800_Tm=45.5	2
13231_Tm=25.0	2
17671_Tm=58.5	2
10437_Tm=46.9	2
17692_Tm=45.0	2
13246_Tm=48.6	2
10824_Tm=71.9	2
13251_Tm=42.9	2
17757_Tm=50.2	2
11236_Tm=87.2	2
17902_Tm=47.4	2
11242_Tm=60.7	2
11522_Tm=44.6	2
17910_Tm=58.4	2
1476_Tm=47.9	2
11252_Tm=51.3	2
14795_Tm=47.4	2
10023_Tm=40.3	2
11528_Tm=40.6	2
10029_Tm=47.6	2
14809_Tm=68.6	2
1341_Tm=58.9	2
1154_Tm=50.2	2
1342_Tm=75.1	2
1482_Tm=50.0	2
1344_Tm=48.2	2
14839_Tm=73.1	2
13580_Tm=45.2	2
1485_Tm=48.3	2
13581_Tm=52.2	2
14855_Tm=45.3	2
13584_Tm=47.3	2
14884_Tm=69.1	2
13598_Tm=41.0	2
14899_Tm=72.5	2
13613_Tm=36.4	2
10593_Tm=48.6	2
11254_Tm=45.3	2
14948_Tm=61.0	2
10440_Tm=41.7	2
14962_Tm=70.3	2
10468_Tm=74.9	2
11559_Tm=70.9	2
13648_Tm=49.5	2
14984_Tm=71.7	2
13652_Tm=70.5	2
15010_Tm=38.5	2
11268_Tm=54.2	2
15013_Tm=39.1	2
10479_Tm=40.6	2
10598_Tm=65.8	2
13664_Tm=53.6	2
15022_Tm=82.0	2
13680_Tm=72.6	2
11572_Tm=51.8	2
13693_Tm=52.3	2
10603_Tm=40.2	2
13696_Tm=74.5	2
11580_Tm=54.4	2
11275_Tm=37.0	2
15094_Tm=66.6	2
10156_Tm=49.1	2
1510_Tm=50.1	2
13716_Tm=44.4	2
15106_Tm=45.7	2
11298_Tm=50.1	2
15121_Tm=64.6	2
13740_Tm=47.7	2
15130_Tm=48.7	2
11303_Tm=54.3	2
11612_Tm=46.5	2
13745_Tm=25.0	2
11627_Tm=53.2	2
1375_Tm=35.8	2
15181_Tm=42.6	2
13752_Tm=54.6	2
15185_Tm=53.9	2
11327_Tm=40.5	2
15211_Tm=43.9	2
1382_Tm=51.2	2
1164_Tm=43.7	2
11332_Tm=43.5	2
15246_Tm=77.2	2
1385_Tm=60.3	2
15256_Tm=65.5	2
10508_Tm=43.9	2
15273_Tm=47.6	2
11344_Tm=41.4	2
15286_Tm=47.5	2
11346_Tm=70.4	2
15298_Tm=52.8	2
13866_Tm=50.1	2
15306_Tm=39.3	2
13870_Tm=43.6	2
11662_Tm=49.7	2
11350_Tm=52.7	2
10646_Tm=43.6	2
1390_Tm=68.8	2
15360_Tm=47.8	2
11365_Tm=41.2	2
15373_Tm=46.2	2
10163_Tm=50.4	2
10227_Tm=55.9	2
13930_Tm=77.6	2
15392_Tm=66.4	2
13934_Tm=57.8	2
1542_Tm=71.5	2
1398_Tm=44.3	2
15457_Tm=46.2	2
140_Tm=64.2	2
15474_Tm=40.5	2
14016_Tm=47.1	2
15486_Tm=42.6	2
1404_Tm=45.5	2
15494_Tm=42.8	2
14041_Tm=43.2	2
15520_Tm=46.2	2
14046_Tm=52.1	2
15530_Tm=45.5	2
14047_Tm=46.6	2
15537_Tm=60.0	2
10167_Tm=49.2	2
15551_Tm=53.8	2
10521_Tm=47.2	2
15555_Tm=48.3	2
14083_Tm=71.2	2
15561_Tm=47.5	2
10523_Tm=49.5	2
1558_Tm=54.8	2
14109_Tm=48.3	2
15583_Tm=47.1	2
14113_Tm=82.5	2
15616_Tm=45.0	2
10533_Tm=39.7	2
15632_Tm=42.7	2
10535_Tm=46.5	2
15652_Tm=51.8	2
14122_Tm=50.0	2
15682_Tm=49.1	2
10050_Tm=47.0	2
11707_Tm=47.2	2
1418_Tm=60.5	2
15890_Tm=66.7	2
14207_Tm=45.1	2
11711_Tm=46.6	2
14241_Tm=51.1	2
15934_Tm=45.7	2
14246_Tm=57.3	2
1172_Tm=52.7	2
1425_Tm=50.8	2
15970_Tm=39.5	2
11423_Tm=43.1	2
15980_Tm=42.0	2
14264_Tm=39.1	2
15987_Tm=39.8	2
14267_Tm=39.4	2
16002_Tm=52.3	2
1427_Tm=45.0	2
16010_Tm=51.7	2
10083_Tm=39.2	2
16015_Tm=50.1	2
1428_Tm=49.2	2
11742_Tm=46.5	2
14280_Tm=71.9	2
16092_Tm=42.2	2
14291_Tm=49.4	2
161_Tm=59.0	2
10571_Tm=55.1	2
16109_Tm=46.4	2
10581_Tm=70.5	2
16129_Tm=35.7	2
1431_Tm=44.7	2
11753_Tm=50.6	2
14311_Tm=44.7	2
11757_Tm=39.5	2
14315_Tm=52.3	2
11767_Tm=71.6	2
14322_Tm=54.0	2
16253_Tm=54.6	2
14335_Tm=60.9	2
1628_Tm=38.4	2
14336_Tm=41.4	2
11771_Tm=50.0	2
14340_Tm=45.2	2
16310_Tm=52.2	2
10193_Tm=65.2	2
16326_Tm=45.9	2
11447_Tm=43.7	2
16334_Tm=39.3	2
14366_Tm=47.5	2
16346_Tm=53.1	2
1437_Tm=62.7	2
1636_Tm=39.9	2
14371_Tm=51.2	2
10038_Tm=51.9	2
14377_Tm=44.9	2
10289_Tm=43.5	2
14385_Tm=51.2	2
10744_Tm=47.4	2
1439_Tm=71.2	2
10105_Tm=47.4	2
14391_Tm=76.9	2
16449_Tm=41.0	2
11449_Tm=41.7	2
10765_Tm=48.1	2
14396_Tm=54.9	2
16473_Tm=34.9	2
14400_Tm=42.9	2
16488_Tm=50.7	2
10586_Tm=67.8	2
16493_Tm=39.6	2
14417_Tm=40.8	2
165_Tm=50.0	2
14424_Tm=109.5	2
16525_Tm=49.0	2
14439_Tm=38.4	2
10774_Tm=56.2	2
14449_Tm=41.9	2
10019_Tm=44.6	2
11472_Tm=60.9	2
1669_Tm=44.1	2
11483_Tm=40.5	2
1682_Tm=49.5	2
11486_Tm=60.3	2
10308_Tm=46.4	2
14484_Tm=36.8	2
11924_Tm=44.8	2
14497_Tm=50.4	2
1728_Tm=53.1	2
11506_Tm=42.5	2
10786_Tm=50.8	2
14511_Tm=49.4	2
1733_Tm=46.7	2
14512_Tm=47.8	2
17347_Tm=52.7	2
14529_Tm=75.4	2
17359_Tm=53.0	2
14544_Tm=44.0	2
11947_Tm=49.7	2
14545_Tm=50.3	2
17396_Tm=58.7	2
10089_Tm=46.9	2
11962_Tm=51.9	2
14574_Tm=40.7	2
17442_Tm=55.6	2
14583_Tm=54.1	2
17445_Tm=55.1	2
14593_Tm=43.3	2
11968_Tm=45.8	2
14597_Tm=71.9	2
17471_Tm=49.3	2
11518_Tm=57.9	2
1756_Tm=48.0	2
1466_Tm=44.7	2
1764_Tm=53.1	2
14695_Tm=46.3	2
17682_Tm=62.1	2
10589_Tm=47.2	2
10806_Tm=59.0	2
14704_Tm=43.1	2
11980_Tm=51.7	2
14707_Tm=46.3	2
17713_Tm=44.2	2
14710_Tm=41.4	2
12019_Tm=50.7	2
14712_Tm=56.9	2
17748_Tm=45.1	2
14718_Tm=40.0	2
17772_Tm=45.5	2
1472_Tm=73.1	2
12031_Tm=44.5	2
14729_Tm=44.5	2
12045_Tm=50.1	2
14732_Tm=48.8	2
14735_Tm=53.2	2
18018_Tm=47.6	2
1803_Tm=49.1	2
18026_Tm=62.8	2
1327_Tm=47.0	2
134_Tm=51.5	2
0_Tm=75.7	2
