,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
12128.pdb,3.86557e+04,1.04886e+10,4.05175e+03,-2.73166e+03,-1.20212e+04,6.69365e+03,2.08216e+08,1.71351e+06,1.06986e+10
12129.pdb,1.13051e+05,6.53634e+05,1.56044e+04,-8.05997e+03,-5.70251e+04,5.36862e+04,9.89150e+15,6.14674e+15,1.60382e+16
12130.pdb,1.35492e+05,9.27294e+16,5.99266e+03,-8.18961e+03,-1.22007e+04,1.11834e+04,9.72496e+14,7.48195e+09,9.37019e+16
12131.pdb,2.77400e+04,3.68203e+08,4.78018e+03,-5.35001e+03,-1.65896e+04,1.14769e+04,6.44839e+07,1.46960e+05,4.32856e+08
12132.pdb,5.90075e+04,1.89187e+09,8.65485e+03,-8.13144e+03,-2.77828e+04,1.98959e+04,5.49519e+14,8.92284e+06,5.49521e+14
12133.pdb,2.69007e+04,1.17885e+05,5.00401e+03,-3.90454e+03,-1.69851e+04,1.10316e+04,1.16515e+13,1.53582e+13,2.70097e+13
12134.pdb,9.90258e+04,2.22590e+14,7.29348e+03,-6.34029e+03,-1.84506e+04,1.20785e+04,1.58493e+09,3.37362e+08,2.22591e+14
12135.pdb,1.41359e+05,7.80565e+17,7.79274e+03,-8.42517e+03,-2.12595e+04,1.67864e+04,8.05274e+10,6.06522e+10,7.80565e+17
12136.pdb,3.94159e+05,3.69762e+23,1.43689e+04,-2.78046e+04,-8.30703e+03,1.08284e+04,1.16667e+12,4.12958e+09,3.69762e+23
12137.pdb,4.41316e+04,1.69028e+05,9.11477e+03,-4.44627e+03,-3.27373e+04,2.29989e+04,1.14586e+14,2.52894e+13,1.39876e+14
12138.pdb,9.40172e+04,4.23494e+05,1.54236e+04,-6.17005e+03,-5.45783e+04,3.77546e+04,1.15456e+16,5.05162e+13,1.15961e+16
12139.pdb,8.53325e+04,1.94541e+12,8.12660e+03,-7.64052e+03,-2.45982e+04,1.80551e+04,1.70196e+11,1.09672e+08,2.11572e+12
12140.pdb,9.24027e+04,4.85849e+15,6.98225e+03,-5.18617e+03,-1.69866e+04,1.18992e+04,2.24861e+10,8.83614e+07,4.85851e+15
12141.pdb,1.74896e+05,8.54801e+16,1.19193e+04,-9.75418e+03,-2.65101e+04,1.67547e+04,4.33154e+12,4.77883e+09,8.54845e+16
12142.pdb,3.13504e+04,8.80716e+10,4.16892e+03,-3.51405e+03,-1.16006e+04,7.63161e+03,3.82173e+10,1.72722e+08,1.26462e+11
12143.pdb,1.00186e+05,4.39408e+05,1.69990e+04,-8.20734e+03,-6.14476e+04,5.03744e+04,3.07012e+14,1.64464e+14,4.71477e+14
12144.pdb,6.14473e+04,2.37667e+05,7.66279e+03,-7.80350e+03,-2.81037e+04,2.63760e+04,1.00681e+15,6.83787e+14,1.69060e+15
12145.pdb,1.42339e+05,9.97586e+14,1.09089e+04,-9.08318e+03,-2.89421e+04,1.78846e+04,7.09080e+10,1.23299e+11,9.97780e+14
12146.pdb,1.23425e+05,5.14369e+05,1.84691e+04,-5.89988e+03,-5.87020e+04,3.99158e+04,1.09503e+14,4.51616e+13,1.54665e+14
12147.pdb,2.01937e+05,4.78036e+15,6.96414e+03,-1.16630e+04,-1.46615e+04,1.67421e+04,4.26673e+11,9.65834e+10,4.78089e+15
12148.pdb,6.68067e+04,3.00391e+05,1.29627e+04,-7.63978e+03,-4.51371e+04,3.48048e+04,1.97361e+14,1.30857e+11,1.97492e+14
12149.pdb,5.75445e+04,9.57309e+16,4.08768e+03,-4.91557e+03,-1.35805e+04,1.11206e+04,2.06285e+08,1.10919e+10,9.57309e+16
12150.pdb,1.21368e+05,9.23866e+05,1.80602e+04,-2.39481e+03,-6.75731e+04,5.51607e+04,2.15372e+15,1.83804e+14,2.33752e+15
12151.pdb,7.81659e+04,3.83983e+05,1.48917e+04,-3.93264e+03,-5.64578e+04,4.00666e+04,5.97132e+14,7.75701e+13,6.74702e+14
12152.pdb,2.07983e+05,2.11390e+19,1.14594e+04,-1.17647e+04,-2.56404e+04,1.80245e+04,7.53809e+16,1.33129e+11,2.12144e+19
12153.pdb,5.88890e+04,2.30854e+05,1.02597e+04,-4.71408e+03,-3.42580e+04,2.20968e+04,3.99556e+14,3.64360e+12,4.03200e+14
12154.pdb,1.96394e+04,2.48495e+11,2.97298e+03,-3.05819e+03,-1.18503e+04,8.34537e+03,2.60564e+06,2.75775e+10,2.76075e+11
12155.pdb,1.04682e+05,7.00309e+17,8.75949e+03,-1.02540e+04,-2.11225e+04,1.27476e+04,2.77282e+10,1.41776e+09,7.00309e+17
12156.pdb,8.74779e+04,3.54626e+05,1.38750e+04,-5.09963e+03,-4.99984e+04,4.06655e+04,2.62160e+14,1.04171e+14,3.66331e+14
12157.pdb,2.67720e+05,2.18895e+06,3.58450e+04,-2.30308e+04,-1.19047e+05,1.40530e+05,4.47672e+17,1.48708e+17,5.96380e+17
12158.pdb,2.14798e+05,1.43724e+19,9.16013e+03,-1.45912e+04,-1.30708e+04,1.52115e+04,6.76194e+13,6.76481e+09,1.43725e+19
12159.pdb,1.94918e+04,3.68155e+10,2.67105e+03,-2.73122e+03,-1.04860e+04,7.75516e+03,1.65233e+05,5.10493e+05,3.68162e+10
12160.pdb,1.40739e+05,2.31169e+16,1.01072e+04,-8.21521e+03,-2.65103e+04,1.75757e+04,1.45368e+13,1.98803e+13,2.31514e+16
12161.pdb,1.52673e+05,8.39158e+05,2.16278e+04,-2.38427e+03,-6.32658e+04,5.35840e+04,1.13305e+16,2.73464e+15,1.40651e+16
12162.pdb,6.39215e+04,2.58528e+17,3.85781e+03,-5.22597e+03,-7.37534e+03,3.31046e+03,1.58295e+09,2.82153e+06,2.58528e+17
12163.pdb,5.79026e+05,1.17934e+22,2.80950e+04,-3.16431e+04,-5.05339e+04,4.34360e+04,1.34574e+13,2.01800e+10,1.17934e+22
12164.pdb,4.75184e+04,5.69029e+12,5.29728e+03,-5.18129e+03,-1.80582e+04,1.14847e+04,6.02410e+07,8.45100e+07,5.69044e+12
12165.pdb,1.18222e+05,1.23878e+06,1.75825e+04,-4.39617e+03,-6.08154e+04,4.87889e+04,5.24725e+15,6.20707e+14,5.86796e+15
12167.pdb,3.44928e+04,7.26040e+09,3.50256e+03,-2.96758e+03,-9.67224e+03,5.55655e+03,6.80541e+09,6.80426e+05,1.40665e+10
12168.pdb,1.12416e+04,3.37132e+04,2.69031e+03,-2.67116e+03,-1.11816e+04,7.45670e+03,1.78771e+05,2.86290e+05,5.06310e+05
12169.pdb,1.79397e+05,8.49110e+05,2.47182e+04,-7.32377e+03,-8.07974e+04,6.82678e+04,1.80861e+16,2.83587e+15,2.09219e+16
12170.pdb,9.57572e+04,2.48997e+15,9.35363e+03,-8.66453e+03,-2.78928e+04,2.09259e+04,6.18219e+10,8.55725e+06,2.49003e+15
12171.pdb,8.40816e+04,2.16931e+17,5.14140e+03,-8.85386e+03,-1.25052e+04,7.92130e+03,5.44797e+11,1.36010e+07,2.16932e+17
12172.pdb,4.98795e+04,2.08458e+13,3.99264e+03,-3.62792e+03,-1.05983e+04,7.68970e+03,4.55705e+11,2.42730e+11,2.15443e+13
12173.pdb,5.57686e+04,2.30697e+05,9.81689e+03,-5.63477e+03,-3.55240e+04,2.68364e+04,2.63020e+14,3.41966e+13,2.97217e+14
12174.pdb,8.08435e+04,3.66333e+05,1.22764e+04,-7.33697e+03,-4.62625e+04,3.83957e+04,1.21824e+15,4.70586e+14,1.68883e+15
12175.pdb,1.70065e+04,2.86440e+13,4.12691e+03,-4.08950e+03,-1.60740e+04,9.67434e+03,3.44385e+05,2.94844e+05,2.86440e+13
12176.pdb,2.03930e+05,7.09324e+17,1.03507e+04,-1.23562e+04,-1.70684e+04,1.18497e+04,9.98286e+11,4.84482e+12,7.09329e+17
12177.pdb,4.59129e+04,5.42734e+11,4.32596e+03,-3.61992e+03,-1.38791e+04,8.48158e+03,7.33212e+09,3.02592e+05,5.50067e+11
12178.pdb,6.91942e+04,2.83276e+05,1.14070e+04,-6.23847e+03,-4.21984e+04,3.42860e+04,4.06834e+14,1.24040e+14,5.30875e+14
12179.pdb,1.58992e+05,8.01966e+05,2.19536e+04,-1.20920e+04,-7.87325e+04,7.74278e+04,1.35624e+16,3.22488e+15,1.67873e+16
12180.pdb,3.60733e+05,1.40436e+22,1.68207e+04,-1.80452e+04,-3.49761e+04,2.35410e+04,1.94372e+12,2.20552e+09,1.40436e+22
12182.pdb,7.11384e+04,3.20955e+05,8.31382e+03,-8.62853e+03,-3.20725e+04,3.13513e+04,1.99638e+14,1.03082e+14,3.02720e+14
12183.pdb,2.16347e+04,1.16304e+05,5.89821e+03,-6.98255e+03,-2.29092e+04,1.57111e+04,2.00103e+13,2.51897e+11,2.02622e+13
12184.pdb,2.01791e+04,6.02103e+07,5.08484e+03,-4.14832e+03,-1.73620e+04,1.08352e+04,4.96715e+05,9.72554e+07,1.57977e+08
12185.pdb,5.64065e+04,1.69972e+13,6.69553e+03,-6.15646e+03,-2.24166e+04,1.38332e+04,3.83663e+08,3.89658e+07,1.69977e+13
12186.pdb,7.43399e+04,3.40211e+05,1.23174e+04,-7.40067e+03,-4.24496e+04,2.86151e+04,2.65746e+14,1.30754e+13,2.78821e+14
12187.pdb,9.69488e+04,4.76534e+05,1.62746e+04,-6.66913e+03,-5.82157e+04,4.80096e+04,7.45396e+15,2.47562e+15,9.92958e+15
12188.pdb,6.61175e+04,2.60484e+05,1.13866e+04,-7.48563e+03,-4.80382e+04,4.06142e+04,5.50213e+14,8.59148e+13,6.36128e+14
12189.pdb,8.05750e+04,3.92468e+14,5.40577e+03,-5.55924e+03,-1.05600e+04,5.92207e+03,9.67482e+10,2.53410e+08,3.92565e+14
12190.pdb,2.25096e+05,1.43369e+22,1.41121e+04,-1.04706e+04,-3.70048e+04,2.75996e+04,4.55294e+11,2.06176e+09,1.43369e+22
12193.pdb,5.30270e+04,7.65183e+17,2.92666e+03,-6.54634e+03,-2.54411e+03,2.84833e+03,3.69758e+09,1.77075e+07,7.65183e+17
12194.pdb,2.10816e+05,1.81239e+22,1.42659e+04,-1.67334e+04,-3.14270e+04,2.48831e+04,1.16930e+11,3.40143e+09,1.81239e+22
12195.pdb,2.75556e+05,1.86761e+06,3.74214e+04,-1.51955e+04,-1.46977e+05,1.67696e+05,2.63427e+17,6.47405e+16,3.28167e+17
12196.pdb,9.04624e+04,1.11837e+17,6.98911e+03,-7.63187e+03,-1.93742e+04,1.32439e+04,1.99847e+09,1.20144e+10,1.11837e+17
12197.pdb,9.83282e+04,3.15966e+16,5.74024e+03,-5.63061e+03,-1.43704e+04,1.00912e+04,2.31330e+12,6.99738e+08,3.15990e+16
12198.pdb,7.88855e+04,3.91064e+05,1.47539e+04,-6.00268e+03,-5.05775e+04,3.86726e+04,1.40690e+15,7.26613e+14,2.13352e+15
12199.pdb,2.38613e+04,8.54781e+09,4.29773e+03,-4.33662e+03,-1.51970e+04,1.04978e+04,4.66206e+05,2.77934e+05,8.54857e+09
12201.pdb,3.95835e+04,1.58530e+12,6.51381e+03,-4.59825e+03,-2.49357e+04,1.63186e+04,8.19275e+07,6.52896e+07,1.58545e+12
12202.pdb,2.30489e+05,4.89432e+16,1.22778e+04,-1.47332e+04,-2.59425e+04,1.91676e+04,5.48629e+12,5.59877e+08,4.89487e+16
12203.pdb,1.05210e+05,3.60615e+15,1.02009e+04,-9.27399e+03,-3.20988e+04,2.14731e+04,1.21946e+13,3.79775e+14,3.99812e+15
12204.pdb,1.24118e+05,1.43703e+15,7.49669e+03,-6.74894e+03,-1.57854e+04,7.29937e+03,1.91142e+15,1.61202e+09,3.34845e+15
12205.pdb,5.15365e+05,8.57592e+22,1.78078e+04,-4.16972e+04,-9.88412e+03,1.93090e+04,1.06550e+17,3.16891e+14,8.57593e+22
12206.pdb,1.05384e+05,2.64096e+15,8.28031e+03,-7.79347e+03,-2.17447e+04,1.27196e+04,6.26303e+10,1.02248e+07,2.64102e+15
12207.pdb,2.15374e+05,1.48749e+06,2.99644e+04,-3.66096e+03,-1.17095e+05,1.17863e+05,2.47113e+16,5.29778e+15,3.00091e+16
12208.pdb,5.88574e+04,1.04013e+16,7.75790e+03,-6.38298e+03,-2.54773e+04,1.67359e+04,1.70435e+06,2.63060e+07,1.04013e+16
12209.pdb,2.23543e+05,1.54057e+21,1.25834e+04,-3.02431e+04,-1.77985e+04,2.29393e+04,4.74613e+19,2.14127e+10,1.58803e+21
12210.pdb,5.18435e+05,6.60814e+22,2.42957e+04,-2.21480e+04,-4.89116e+04,4.03275e+04,1.38316e+16,5.23036e+08,6.60814e+22
12211.pdb,1.88176e+05,9.69798e+05,2.41799e+04,-4.65660e+03,-9.07543e+04,8.66768e+04,1.32741e+17,4.07881e+16,1.73529e+17
12212.pdb,1.76003e+05,6.94943e+16,7.44957e+03,-7.37759e+03,-1.51637e+04,1.12777e+04,1.43638e+12,1.34011e+10,6.94957e+16
12213.pdb,2.67041e+05,1.08589e+19,1.63290e+04,-1.23881e+04,-3.65774e+04,2.65860e+04,6.54271e+10,1.55715e+10,1.08589e+19
12214.pdb,9.86687e+04,2.91794e+17,9.74867e+03,-7.50537e+03,-2.89882e+04,2.04434e+04,5.08633e+08,1.50082e+06,2.91794e+17
12215.pdb,7.09182e+04,3.04256e+13,2.57376e+03,-5.89000e+03,-3.07196e+03,3.54509e+03,4.01318e+07,2.40572e+07,3.04257e+13
12216.pdb,2.23654e+05,1.38966e+06,2.59857e+04,-1.18674e+04,-1.05422e+05,9.50645e+04,3.14551e+17,7.74441e+16,3.91995e+17
12217.pdb,1.35060e+05,4.24952e+16,5.72090e+03,-9.98507e+03,-1.10602e+04,1.27498e+04,3.04489e+13,1.16067e+11,4.25258e+16
12218.pdb,1.78577e+04,1.30371e+12,2.63092e+03,-2.41362e+03,-8.20136e+03,5.34451e+03,3.10972e+05,1.07162e+06,1.30372e+12
12219.pdb,1.29013e+05,4.65042e+14,1.03189e+04,-8.82420e+03,-2.54916e+04,1.27369e+04,1.22959e+16,2.96184e+07,1.27610e+16
12220.pdb,1.14379e+05,1.75514e+15,4.68385e+03,-8.92598e+03,-8.34122e+03,9.57489e+03,2.59144e+10,1.24382e+09,1.75516e+15
12221.pdb,1.81319e+04,7.31389e+10,2.17697e+03,-2.36633e+03,-7.37320e+03,5.86733e+03,1.80495e+07,1.44654e+07,7.31715e+10
12222.pdb,3.62203e+04,3.45772e+11,5.53106e+03,-4.61985e+03,-1.90795e+04,1.24481e+04,1.76875e+07,5.74580e+05,3.45790e+11
12223.pdb,1.87890e+04,9.07561e+09,3.99653e+03,-3.58279e+03,-1.40585e+04,7.81311e+03,5.37397e+04,3.87317e+04,9.07572e+09
12224.pdb,9.55441e+04,4.10935e+05,1.48883e+04,-7.65912e+03,-4.77791e+04,3.13840e+04,2.28191e+15,6.18224e+14,2.90013e+15
12225.pdb,1.73280e+04,5.40622e+17,1.51063e+03,-2.39163e+03,-3.39128e+03,2.80331e+03,3.12298e+14,4.07843e+05,5.40935e+17
12226.pdb,2.52156e+04,2.06852e+07,3.49743e+03,-5.96900e+03,-1.17041e+04,8.19375e+03,1.07319e+09,8.96841e+06,1.10287e+09
12227.pdb,4.17346e+04,1.25690e+15,3.74432e+03,-5.08889e+03,-1.15988e+04,8.29335e+03,2.60553e+06,1.67994e+07,1.25690e+15
12228.pdb,3.20836e+05,3.47729e+17,1.81109e+04,-1.98181e+04,-3.67898e+04,2.71890e+04,4.11598e+13,1.73642e+11,3.47770e+17
12229.pdb,1.13618e+05,1.45568e+18,1.04933e+04,-1.12675e+04,-2.86879e+04,1.50746e+04,4.69576e+09,2.20534e+07,1.45568e+18
12231.pdb,1.88681e+05,1.01389e+06,2.55984e+04,-1.01209e+04,-9.42344e+04,9.82941e+04,2.31757e+17,4.78667e+16,2.79624e+17
12232.pdb,6.24843e+04,2.69751e+05,9.44205e+03,-4.13100e+03,-3.73104e+04,3.13802e+04,4.70042e+15,2.66326e+14,4.96674e+15
12233.pdb,1.60016e+05,4.78465e+16,7.88619e+03,-1.34545e+04,-1.05968e+04,1.17070e+04,1.15733e+12,1.26792e+09,4.78476e+16
12234.pdb,2.70848e+05,6.86782e+17,1.55249e+04,-1.20231e+04,-3.26851e+04,2.67330e+04,2.50928e+16,1.41547e+14,7.12017e+17
12236.pdb,9.04456e+04,6.86007e+14,8.36504e+03,-7.53858e+03,-2.30631e+04,1.44430e+04,1.56992e+10,3.94036e+07,6.86022e+14
12237.pdb,3.13173e+05,1.33894e+19,1.63765e+04,-1.65629e+04,-3.25462e+04,2.17325e+04,2.16854e+16,1.42057e+13,1.34111e+19
12238.pdb,1.72068e+05,3.43228e+16,1.33202e+04,-8.71426e+03,-3.62311e+04,2.14142e+04,1.37955e+11,1.70862e+08,3.43230e+16
12239.pdb,3.82206e+05,2.63497e+19,1.39385e+04,-2.41826e+04,-1.30636e+04,1.30081e+04,3.49249e+13,2.52290e+11,2.63497e+19
12241.pdb,1.15717e+05,6.16988e+05,1.64493e+04,-5.24668e+03,-5.83580e+04,5.69184e+04,3.36103e+15,2.38507e+14,3.59953e+15
12242.pdb,1.39455e+05,2.26038e+13,7.19701e+03,-9.14442e+03,-1.37369e+04,9.60061e+03,4.03328e+12,8.44989e+06,2.66370e+13
12243.pdb,9.66631e+04,6.39688e+12,1.12673e+04,-7.33949e+03,-3.38158e+04,2.29116e+04,1.37479e+10,2.73402e+08,6.41090e+12
12244.pdb,8.03582e+04,4.26352e+15,3.99464e+03,-6.65135e+03,-9.11076e+03,8.43516e+03,4.97561e+13,4.54950e+14,4.76823e+15
12245.pdb,5.62282e+04,2.26406e+05,9.83563e+03,-6.29186e+03,-3.82740e+04,2.77612e+04,4.20421e+14,8.31878e+12,4.28740e+14
12246.pdb,9.94379e+04,2.35391e+15,7.72985e+03,-8.10950e+03,-2.22484e+04,1.24004e+04,2.66803e+11,5.58795e+09,2.35418e+15
12247.pdb,4.42720e+05,8.45549e+19,1.66011e+04,-2.16315e+04,-2.58389e+04,2.05060e+04,9.02692e+16,2.14521e+10,8.46452e+19
12248.pdb,7.46429e+04,3.76586e+05,1.22965e+04,-3.89478e+03,-4.24519e+04,3.35198e+04,2.63554e+14,3.06986e+13,2.94253e+14
12249.pdb,6.16028e+04,3.36344e+05,8.94041e+03,-6.05063e+03,-3.52353e+04,2.73051e+04,1.03250e+14,4.04897e+13,1.43739e+14
12250.pdb,5.91618e+04,3.36690e+05,7.54904e+03,-2.56546e+03,-2.99796e+04,2.47733e+04,3.41568e+14,3.71750e+13,3.78743e+14
12251.pdb,5.19081e+05,2.41542e+21,1.79767e+04,-4.05542e+04,-7.52350e+03,2.03724e+04,3.59984e+15,1.87087e+11,2.41542e+21
12252.pdb,8.74689e+04,5.30602e+05,1.17485e+04,-3.31223e+03,-4.64664e+04,3.80216e+04,3.13819e+15,1.48110e+15,4.61929e+15
12253.pdb,4.66547e+04,6.24424e+11,5.58788e+03,-5.00265e+03,-1.64470e+04,9.62253e+03,3.97206e+06,3.82631e+06,6.24432e+11
12254.pdb,2.41865e+05,1.74574e+06,2.91270e+04,-2.60573e+03,-1.10358e+05,1.06131e+05,1.04051e+18,1.39775e+17,1.18028e+18
12255.pdb,5.14353e+04,1.91951e+15,2.82353e+03,-4.75523e+03,-6.58632e+03,5.34625e+03,2.04089e+08,7.29745e+05,1.91951e+15
12256.pdb,1.10345e+05,8.69435e+13,7.50489e+03,-5.04946e+03,-2.01451e+04,1.38360e+04,3.41618e+11,6.73350e+07,8.72851e+13
12257.pdb,6.05745e+04,2.34821e+05,9.45827e+03,-3.34493e+03,-3.74797e+04,3.27890e+04,3.88928e+15,2.00514e+15,5.89442e+15
12258.pdb,1.28709e+05,5.80037e+05,1.59232e+04,-3.77333e+03,-6.94717e+04,6.72208e+04,2.92939e+16,1.23122e+16,4.16061e+16
12259.pdb,6.39516e+04,3.38346e+17,7.14828e+03,-5.16000e+03,-2.51429e+04,1.67912e+04,2.06918e+08,7.47529e+06,3.38346e+17
12260.pdb,4.76497e+04,8.40700e+13,3.19889e+03,-3.19612e+03,-9.79673e+03,7.44566e+03,2.63860e+14,1.63153e+07,3.47930e+14
12261.pdb,1.63192e+05,1.03663e+18,7.53534e+03,-1.28216e+04,-1.25695e+04,1.32830e+04,6.67478e+10,1.44525e+09,1.03663e+18
12262.pdb,1.96334e+04,1.47483e+10,3.06655e+03,-2.53112e+03,-1.17316e+04,6.02565e+03,1.29449e+06,1.44024e+06,1.47510e+10
12263.pdb,2.81343e+05,4.86599e+06,3.09556e+04,-4.46355e+04,-5.98601e+04,1.03843e+05,7.64518e+16,1.86019e+16,9.50536e+16
12264.pdb,7.28296e+04,3.98608e+12,4.66940e+03,-5.23842e+03,-1.10694e+04,6.86911e+03,1.53845e+11,6.72595e+07,4.13999e+12
12265.pdb,7.29934e+05,4.22978e+23,2.58628e+04,-8.10460e+04,1.47597e+04,2.82256e+04,9.02048e+17,6.77365e+12,4.22979e+23
12266.pdb,4.44742e+04,3.63993e+05,6.76100e+03,-4.74487e+03,-2.27675e+04,1.64361e+04,4.03282e+13,7.18934e+11,4.10472e+13
12267.pdb,2.69087e+04,9.20321e+10,2.61792e+03,-2.93743e+03,-8.67743e+03,6.64843e+03,5.98455e+07,7.02696e+09,9.91189e+10
12268.pdb,1.35139e+05,4.83863e+15,6.29573e+03,-7.53276e+03,-1.13688e+04,1.02127e+04,5.69608e+11,3.80719e+10,4.83924e+15
12269.pdb,3.92267e+05,1.41092e+22,1.77087e+04,-2.97781e+04,-1.80501e+04,2.57635e+04,4.68942e+14,3.36422e+16,1.41092e+22
12270.pdb,1.36793e+04,4.76924e+09,2.99590e+03,-2.63905e+03,-1.10575e+04,6.77476e+03,4.38561e+05,3.14392e+06,4.77283e+09
12271.pdb,1.06454e+05,1.94664e+06,1.48441e+04,-7.90749e+03,-4.85164e+04,4.49941e+04,1.31485e+17,4.14146e+16,1.72900e+17
12272.pdb,3.60565e+05,9.08857e+21,1.72863e+04,-2.23209e+04,-3.15499e+04,2.28756e+04,1.25793e+14,5.08699e+09,9.08857e+21
12273.pdb,6.24970e+05,5.36401e+21,1.85911e+04,-5.96556e+04,1.18498e+04,1.62532e+04,1.71634e+17,6.43275e+12,5.36418e+21
12274.pdb,9.85478e+05,1.88432e+22,3.61614e+04,-6.94654e+04,-2.29537e+04,3.77665e+04,3.41885e+15,6.41301e+09,1.88432e+22
12275.pdb,2.06315e+05,1.10521e+06,2.69906e+04,-5.05565e+03,-1.12887e+05,1.07154e+05,1.30810e+17,1.40014e+16,1.44812e+17
12276.pdb,9.94200e+04,9.19063e+16,4.46747e+03,-1.74029e+04,4.70775e+03,7.86987e+02,1.88749e+12,1.87443e+09,9.19082e+16
12277.pdb,3.49711e+04,9.63575e+13,6.41773e+03,-5.74576e+03,-2.08809e+04,1.07564e+04,2.36995e+09,1.77224e+06,9.63598e+13
12278.pdb,4.45843e+04,1.58283e+05,6.42393e+03,-3.21475e+03,-2.62426e+04,2.27552e+04,4.74801e+14,9.98073e+11,4.75799e+14
12279.pdb,4.63675e+04,1.56735e+05,6.34999e+03,-2.60997e+03,-2.61590e+04,2.22346e+04,1.83840e+14,1.61335e+13,1.99974e+14
12280.pdb,4.10890e+04,1.74418e+05,9.92093e+03,-5.19622e+03,-3.42669e+04,2.07746e+04,3.19180e+14,1.75399e+14,4.94579e+14
12281.pdb,1.10825e+05,1.59096e+16,1.09920e+04,-6.91965e+03,-3.06938e+04,1.99649e+04,9.47725e+10,1.46696e+09,1.59097e+16
12282.pdb,7.55180e+04,3.91067e+05,1.35583e+04,-5.55946e+03,-5.05963e+04,3.51606e+04,1.41646e+14,1.59050e+13,1.57550e+14
12283.pdb,2.92098e+04,3.86874e+08,2.24734e+03,-3.31738e+03,-5.47303e+03,3.90221e+03,1.52953e+11,2.12280e+05,1.53340e+11
12284.pdb,1.37353e+05,1.50263e+06,1.60046e+04,-9.52265e+03,-6.34638e+04,5.84382e+04,4.48202e+15,1.32742e+15,5.80943e+15
12285.pdb,4.64894e+04,1.30859e+14,3.31621e+03,-3.57720e+03,-8.53408e+03,5.70236e+03,4.24903e+09,2.92895e+08,1.30864e+14
12286.pdb,7.01595e+04,2.63892e+05,7.83614e+03,-4.04582e+03,-3.40987e+04,2.90024e+04,1.32394e+15,3.95496e+14,1.71944e+15
12287.pdb,1.04062e+05,3.81954e+16,9.54211e+03,-7.45595e+03,-2.61680e+04,1.74295e+04,3.35879e+11,5.41726e+07,3.81958e+16
12288.pdb,4.55099e+04,1.87115e+05,8.97392e+03,-3.74452e+03,-3.23240e+04,2.17804e+04,2.07194e+13,7.13857e+12,2.78580e+13
12289.pdb,3.60912e+05,1.86121e+22,1.24775e+04,-3.82769e+04,4.35555e+03,1.31631e+04,4.98195e+13,3.29181e+16,1.86121e+22
12290.pdb,1.74834e+05,8.32377e+16,7.52745e+03,-9.81970e+03,-1.47310e+04,1.17274e+04,2.29199e+11,1.41167e+08,8.32379e+16
12291.pdb,4.20412e+05,2.13281e+21,1.47716e+04,-4.48665e+04,4.44593e+03,1.55485e+04,3.86039e+12,1.24354e+10,2.13281e+21
12292.pdb,2.51311e+04,1.00467e+05,3.71492e+03,-3.16695e+03,-1.42918e+04,1.21783e+04,1.86844e+14,4.25968e+13,2.29441e+14
12293.pdb,2.30588e+05,4.10857e+17,1.00513e+04,-2.07256e+04,-1.34773e+04,1.64102e+04,3.61437e+11,1.47200e+09,4.10858e+17
12294.pdb,6.40785e+04,5.01128e+05,8.66350e+03,-1.59321e+04,-2.21762e+04,2.75711e+04,4.79645e+14,1.20423e+14,6.00068e+14
12295.pdb,1.39301e+05,8.62368e+05,1.82076e+04,-4.72809e+03,-6.99644e+04,5.91095e+04,8.84701e+15,6.21108e+15,1.50581e+16
12296.pdb,7.40138e+04,7.31876e+14,4.70882e+03,-4.77122e+03,-1.42439e+04,9.15823e+03,2.11677e+09,1.81468e+11,7.32060e+14
12297.pdb,7.23108e+04,1.03608e+14,8.53443e+03,-5.54236e+03,-2.66387e+04,1.51295e+04,1.35142e+07,1.14023e+06,1.03608e+14
12298.pdb,3.78870e+05,1.18578e+20,1.83467e+04,-2.61959e+04,-2.56478e+04,2.53942e+04,1.01331e+16,1.83319e+09,1.18588e+20
12299.pdb,1.70419e+05,8.17367e+05,2.18172e+04,-5.48597e+03,-9.57905e+04,1.07401e+05,4.10962e+17,5.95881e+16,4.70550e+17
12300.pdb,3.60440e+04,3.84471e+14,2.76191e+03,-3.00112e+03,-9.14108e+03,6.38379e+03,6.29671e+13,6.35595e+05,4.47438e+14
12301.pdb,1.11081e+05,5.48737e+05,1.79535e+04,-6.76785e+03,-5.51152e+04,4.63487e+04,1.24518e+15,3.82181e+14,1.62736e+15
12302.pdb,2.05645e+05,3.02306e+17,1.23294e+04,-1.40475e+04,-2.48108e+04,2.30816e+04,1.55484e+11,5.39882e+08,3.02306e+17
12303.pdb,1.05741e+05,4.59317e+05,1.54812e+04,-3.51212e+03,-5.98717e+04,5.09753e+04,7.69144e+15,2.55960e+15,1.02510e+16
12304.pdb,7.49751e+04,8.36477e+12,5.73714e+03,-6.89993e+03,-1.80277e+04,1.20879e+04,4.25674e+08,4.18742e+10,8.40707e+12
12305.pdb,1.12445e+05,5.11069e+17,8.74092e+03,-8.10315e+03,-2.50038e+04,2.05715e+04,1.84239e+10,2.26917e+06,5.11069e+17
12306.pdb,7.12804e+04,1.00205e+20,6.43353e+03,-5.13079e+03,-1.75876e+04,8.82139e+03,6.03381e+10,3.25933e+12,1.00205e+20
12307.pdb,1.58776e+05,2.54437e+20,7.74367e+03,-7.85898e+03,-2.01940e+04,1.62720e+04,5.60093e+14,3.01790e+12,2.54438e+20
